packet_id,super_state,mc_state,ctrl_mode,rpm,accel_avg,accel_mad,iq_avg,iq_mad,iq_target,id_avg,id_min,id_max,if_avg,if_mad,field_pwm_avg,field_pwm_mad,vbus_avg,vbus_min,vbus_max,duty_avg,duty_max,if_min,stator_fw_id,speed_target,speed_i_term,i_bus
1157,4,2,1,4800.975586,230.1772919,908.1108398,4.754796028,1.163306594,4.679498672,-0.245381594,-6.247821808,7.217575073,2.382733345,0.00494514,0.999998987,4.22E-06,13.28214836,13.25169563,13.30235291,0.84533906,0.865406692,2.370991468,0,4800,0.073786572,3.423275471
1158,4,2,1,4797.233887,-145.2868805,1079.809937,4.83974123,1.018390656,5.063090324,0.010539618,-6.30792284,6.601664543,2.38041544,0.004257553,0.999999762,7.86E-07,13.28913307,13.25858498,13.31193256,0.845510066,0.863278151,2.370992661,0,4800,0.07382796,3.452122927
1159,4,2,1,4799.916992,49.28479767,1002.1922,4.389753819,1.090815902,4.410057545,0.170155376,-5.984155178,5.807079792,2.384926319,0.005274704,0.999931455,7.55E-05,13.29333878,13.26642418,13.31663227,0.844872475,0.863872647,2.366580248,0,4800,0.073858254,3.103617191
1160,4,2,1,4800.999512,260.2473755,954.2839966,4.91023922,1.135122418,4.843096733,-0.359124541,-6.349244118,7.746435642,2.38334918,0.005182019,0.999991655,2.58E-05,13.30102253,13.26998329,13.32270622,0.845387995,0.859596074,2.370992661,0,4800,0.073926523,3.540467501
1161,4,2,1,4796.038574,-300.41922,928.713501,4.515629768,1.030347109,4.886454582,0.132378295,-6.495845318,7.471908569,2.384892225,0.004126462,0.999989569,2.94E-05,13.30515099,13.27244759,13.32799244,0.844060361,0.855763555,2.373196363,0,4800,0.073950633,3.220664501
1162,4,2,1,4800.003418,92.53025055,1000.137024,4.55681181,1.031244516,4.542898655,0.166765332,-6.238361835,6.10438633,2.386874676,0.003971627,0.999983311,3.83E-05,13.31587982,13.29062557,13.33145714,0.843820453,0.858081639,2.377607584,0,4800,0.074001059,3.228966236
1163,4,2,1,4797.678223,-62.47383118,1015.794861,4.898552895,1.194500089,5.122240543,-0.151705012,-5.666339397,7.126660824,2.385708094,0.004850284,0.999968469,4.93E-05,13.31681252,13.28150463,13.33334541,0.844928145,0.85966152,2.373196363,0,4800,0.074062303,3.505403757
1164,4,2,1,4799.310547,-2.247061014,870.9899292,4.555961132,1.073503494,4.573166847,0.036879856,-6.249157906,7.348552227,2.387548208,0.004989214,0.999996185,1.36E-05,13.32196522,13.29469776,13.34174538,0.842480838,0.854300082,2.375402689,0,4800,0.074091807,3.262017727
1165,4,2,1,4800.943848,204.0937653,1019.323608,4.705826283,1.010244489,4.787935257,0.133969054,-6.244099617,7.670310497,2.386753082,0.0050055,0.999998689,4.15E-06,13.32947159,13.30677605,13.34965801,0.843628824,0.862686098,2.370991468,0,4800,0.074136272,3.330724955
1166,4,2,1,4797.329102,-192.3944702,896.6085205,4.568805218,0.913081765,4.708686352,-0.122186109,-4.951372147,5.651894569,2.390843868,0.004549376,0.999988735,1.64E-05,13.33842468,13.29844284,13.35861969,0.842097402,0.861593366,2.382019997,0,4800,0.074166767,3.251682997
1167,4,2,1,4800.275391,127.5223618,878.1566772,4.541232586,1.251494288,4.67511797,-0.03474544,-6.620754719,6.960424423,2.39040637,0.005311593,0.999996781,6.15E-06,13.34425926,13.30422497,13.35921288,0.842398703,0.856325805,2.377608776,0,4800,0.074215606,3.255329609
1168,4,2,1,4797.784668,-52.82810211,1011.469055,5.136494637,1.12438798,4.987190247,0.254888535,-6.038486004,6.311473846,2.388088703,0.004309453,0.999999642,1.52E-06,13.34743786,13.31583595,13.36484528,0.842475235,0.860928714,2.377607584,0,4800,0.074269682,3.655401468
1169,4,2,1,4798.289063,-126.3218994,1033.833008,4.380504608,0.815595448,4.608747005,-0.157602102,-5.920028687,6.760131359,2.39098382,0.004914405,0.999987781,1.48E-05,13.35356712,13.32592392,13.3748045,0.841077268,0.85939306,2.375402689,0,4800,0.0742893,3.093963146
1170,4,2,1,4800.844727,217.2890015,899.5391846,4.581494808,1.193697929,4.815509319,0.049715675,-6.394341946,7.94968462,2.392858267,0.005113041,0.99999851,4.77E-06,13.36303425,13.33080578,13.38470554,0.842853785,0.859118223,2.384224892,0,4800,0.074353635,3.265786409
1171,4,2,1,4795.76709,-304.8877563,900.4212036,4.714186668,1.174208522,4.887983799,0.342551649,-6.65413475,7.882824421,2.395377398,0.004070928,0.999987483,3.18E-05,13.36673641,13.33786678,13.38655853,0.840591908,0.851601183,2.386431217,0,4800,0.074386127,3.35154295
1172,4,2,1,4800.859863,174.0068207,981.5944214,4.448413372,0.965135336,4.6398139,-0.368756652,-6.148669243,6.967820644,2.396533728,0.005164693,0.999982595,2.24E-05,13.37617207,13.35178471,13.3933897,0.840763927,0.85549438,2.384226084,0,4800,0.074434862,3.143199921
1173,4,2,1,4799.495117,106.2401428,1043.778564,4.843180656,1.014928222,5.018811226,0.158279285,-6.03953886,6.480988503,2.39409709,0.00467006,0.999996722,8.60E-06,13.37686253,13.34677124,13.39076519,0.842586458,0.856116831,2.382021189,0,4800,0.074496061,3.442063332
1174,4,2,1,4798.371094,-130.7496185,894.7219849,4.592607498,1.212462664,4.534006596,-0.02812016,-6.26010561,7.573032856,2.397288561,0.004610801,0.999999642,1.82E-06,13.38415146,13.35128784,13.40616417,0.838266134,0.845869899,2.384224892,0,4800,0.074507132,3.275992632
1175,4,2,1,4800.291992,144.5222015,947.5293579,4.913538456,1.202739358,4.893127441,-0.223060638,-6.081354618,7.405376911,2.398842096,0.004772529,0.999950171,9.57E-05,13.39170265,13.36290932,13.4123621,0.839173198,0.857626617,2.386431217,0,4800,0.074554622,3.488092184
1176,4,2,1,4795.733887,-306.4093933,923.7877808,4.538280487,0.967626274,4.859371662,0.617202222,-5.151832581,7.647256851,2.400156498,0.00485904,0.999985814,3.71E-05,13.3912859,13.35338879,13.41171169,0.841349006,0.855596185,2.390842199,0,4800,0.074605636,3.176207304
1177,4,2,1,4800.669922,153.2128143,833.3179932,4.460734367,1.170715928,4.616976738,-0.466744155,-6.409262657,5.808235645,2.402899027,0.004805175,0.999998271,7.98E-06,13.40008831,13.35555363,13.4200449,0.839093029,0.852909446,2.388637304,0,4800,0.074650727,3.183113337
1178,4,2,1,4799.297363,119.1607285,1070.279419,5.157947063,1.169842243,5.242099285,-0.176056549,-6.211010933,6.664872646,2.399594307,0.004716597,0.999999762,1.37E-06,13.40685749,13.37745667,13.42613125,0.839750707,0.855749905,2.390842199,0,4800,0.07471513,3.680075407
1179,4,2,1,4797.163086,-215.286499,1002.937927,4.554200172,0.861225009,4.628102779,0.483998001,-6.011811733,6.648996353,2.402791262,0.004171489,0.99999243,1.75E-05,13.41034794,13.38014889,13.43162632,0.838276923,0.855102777,2.39084363,0,4800,0.074736409,3.194059849
1180,4,2,1,4801.796387,315.0386353,952.0737305,4.640424728,1.267337203,4.87462616,-0.475964338,-6.139671326,7.328364372,2.404687405,0.004852427,0.999969125,6.38E-05,13.41750622,13.38788319,13.43672085,0.839735568,0.86005789,2.393048525,0,4800,0.074804686,3.292510033
1181,4,2,1,4796.259277,-232.5956116,778.4660645,4.826347351,1.078795671,5.088415146,0.479384333,-6.43031311,7.653712749,2.404001951,0.005330348,0.999996364,1.52E-05,13.42027378,13.38954926,13.43559456,0.839559019,0.855351388,2.393048525,0,4800,0.074847467,3.432168007
1182,4,2,1,4799.949219,37.8552742,967.9702148,4.422460079,0.885256112,4.566103458,0.27750349,-6.025359154,7.216716766,2.406718016,0.003909795,0.999965429,6.96E-05,13.42502308,13.39655018,13.44689465,0.838054061,0.849126518,2.39525342,0,4800,0.074868418,3.100649357
1183,4,2,1,4800.565918,174.0836487,1026.124512,4.715453625,0.944018245,4.935118198,-0.341060221,-6.073892117,7.478030205,2.405606985,0.004504712,0.999973059,5.19E-05,13.43470001,13.40769672,13.45491123,0.838861048,0.854013145,2.39525342,0,4800,0.074917763,3.328075647
1184,4,2,1,4796.59375,-246.3520508,880.5814209,4.596518517,1.205821395,4.861533642,0.30080986,-5.992956161,6.945618153,2.406299591,0.005243705,0.999992549,2.30E-05,13.43729305,13.40564632,13.46038914,0.837133288,0.847047329,2.397459507,0,4800,0.074955933,3.261713266
1185,4,2,1,4799.975098,60.19252777,945.1870117,4.890474319,1.117020726,4.525024414,0.250328422,-6.275192738,7.808590889,2.406785965,0.005024243,0.999995828,1.14E-05,13.44531822,13.41568279,13.46077633,0.833838642,0.852317691,2.393048525,0,4800,0.074992016,3.631746531
1186,4,2,1,4797.731934,-105.26828,1042.757446,4.803866863,1.028942823,4.95092535,-0.146367505,-6.304972649,7.273850918,2.408663273,0.005245188,0.999999464,2.40E-06,13.44785404,13.41337681,13.4676857,0.837061644,0.853527784,2.39966464,0,4800,0.075038224,3.403504372
1187,4,2,1,4799.565918,53.8850441,756.6836548,4.529920578,1.179808974,4.741204739,0.081006154,-5.463763237,6.648599148,2.411037207,0.005296849,0.999999762,5.11E-07,13.4483614,13.41257858,13.47068787,0.837130249,0.848073006,2.397459507,0,4800,0.075084724,3.21794486
1188,4,2,1,4801.141113,257.8737488,1051.329102,5.261609554,1.115478992,4.976698875,-0.045549225,-6.162576199,6.47374773,2.409356117,0.005433493,0.99998337,2.49E-05,13.45642567,13.42191315,13.47978306,0.835882723,0.853704929,2.397459507,0,4800,0.075142309,3.738044024
1189,4,2,1,4796.69043,-273.9689331,948.9683838,4.392375469,0.957354486,4.826229095,-0.039152015,-6.349628925,6.57497263,2.413098812,0.003977963,0.999972343,4.53E-05,13.46442795,13.43414021,13.49023533,0.835777819,0.85138917,2.401870728,0,4800,0.075156882,3.08437562
1190,4,2,1,4800.389648,135.493515,1011.388916,4.719742775,1.20445013,4.645756245,0.107296243,-5.758174419,7.767423153,2.413344622,0.004749548,0.999996722,1.22E-05,13.47183418,13.43547344,13.49037933,0.835489392,0.853443742,2.401870728,0,4800,0.075212665,3.330143452
1191,4,2,1,4797.294434,-77.68643188,914.0855103,5.062518597,1.141269922,5.172084808,0.099747725,-6.29006052,7.643323421,2.414788723,0.005386761,0.999964654,7.85E-05,13.47374344,13.44095421,13.49275398,0.836890638,0.849259377,2.401870728,0,4800,0.075278051,3.598324537
1192,4,2,1,4798.490723,-98.53736877,1003.41095,4.603027344,0.804621339,4.728644371,-0.11983303,-6.440094471,6.920528412,2.416866779,0.004035641,0.999982417,4.91E-05,13.47777557,13.44905186,13.5025692,0.834038556,0.847731888,2.408488035,0,4800,0.075296789,3.237716436
1193,4,2,1,4800.547852,176.7278442,942.6505127,4.706248283,0.946507692,4.81507349,0.180364147,-5.820104599,6.516555786,2.416588068,0.00427031,0.999972403,4.96E-05,13.49084854,13.45712471,13.52147579,0.836041927,0.850992799,2.401870728,0,4800,0.075353466,3.308323383
1194,4,2,1,4796.680176,-192.6781769,872.5930786,4.981195927,1.187320352,5.008068562,0.036832221,-5.947085857,7.085579872,2.416053057,0.005160366,0.999925852,0.000114865,13.49177074,13.46103287,13.53421593,0.833949208,0.840402603,2.401870728,0,4800,0.075402223,3.536477327
1195,4,2,1,4800.907227,190.4680634,911.9574585,4.515072346,1.221767783,4.827901363,-0.365827978,-5.998176098,7.431984901,2.419756413,0.005063182,0.999894261,0.000125028,13.50429535,13.47319794,13.52811909,0.834625244,0.854621232,2.408488035,0,4800,0.075448185,3.188980103
1196,4,2,1,4798.813965,10.85912609,1061.477905,5.050953388,1.068209767,4.909045219,0.260097772,-6.335389614,7.672332764,2.420663118,0.005878912,0.999942899,0.000104748,13.51537514,13.46697998,13.55471611,0.834333003,0.847877979,2.408488035,0,4800,0.075492375,3.536588907
1197,4,2,1,4798.123535,-125.5334473,895.5013428,5.284199715,1.038006067,4.63926506,-0.391443104,-5.731483936,6.615879059,2.423640251,0.006144871,0.999951541,7.92E-05,13.52500343,13.47012329,13.56509209,0.829588652,0.835795164,2.410694361,0,4800,0.07552056,3.762559652
1198,4,2,1,4801.13916,245.8518066,1031.933105,4.952664375,1.155068874,4.940294743,-0.255634457,-5.631755829,7.372585773,2.420740843,0.004897331,0.999994159,2.14E-05,13.53656864,13.47883224,13.57074451,0.833512604,0.849403262,2.410694361,0,4800,0.075578876,3.503144979
1199,4,2,1,4795.527832,-372.2424927,987.3046265,4.650867462,0.986688197,4.802258492,0.674093544,-6.157425404,7.266513824,2.42219615,0.004320872,0.999985218,2.55E-05,13.54524326,13.4973402,13.57906532,0.833216727,0.848481953,2.410694361,0,4800,0.07560122,3.225509167
